"Station_visit_ID","Snag_BA","WHRsize","S.BS30","S.Precc30","S.Elev","S.Lat","log_Snag_BA"
"ASPE.RF04.2014",4,5,0.193559396583137,0.0347873028709749,-0.456055969956448,-0.98652157384864,1.38629436111989
"ASPE.RF05.2014",22,0,1.04407306226342,1.21872177825272,-0.430529863785147,-0.987713804422884,3.09104245335832
"ASPE.RF06.2014",12,0,0.331846705037609,-0.0562845798506982,-0.407629606184302,-0.988116451103669,2.484906649788
"ASPE.RF07.2014",1,0,-0.898489872039589,-0.602715876180736,-0.370030721017058,-0.98884167878605,0
"ASPE.RF08.2014",1,0,-1.0795247775332,-0.739323700263246,-0.20196110143751,-0.987908548325754,0
"ASPE.RF09.2014",0,4,-1.09984740563377,0.0803232442318114,-0.1947036540766,-0.988167760216298,-1.38629436111989
"ASPE.RF10.2014",12,4,1.23608685879987,0.899970188726869,-0.13293879615696,-0.988470867685118,2.484906649788
"AZUS.DM01.2009",0,0,0.325072495670751,-0.602715876180736,1.19758811631969,-0.626366528237654,-1.38629436111989
"AZUS.DM02.2009",1,0,-0.679379238035713,-0.238428345294044,1.25862314655113,-0.626856842485112,0
"AZUS.DM03.2009",0,0,1.23608685879987,-1.65004252747998,1.32723460477644,-0.627430406305555,-1.38629436111989
"AZUS.DM04.2009",1,0,1.23608685879987,-1.19468311387161,1.39004571917216,-0.627957823904491,0
"AZUS.RS01.2009",3,0,0.114838411871724,-1.0580752897891,1.22629382144025,-0.628100097393536,1.09861228866811
"AZUS.RS02.2009",1,0,0.862337376490488,-0.329500228015717,1.25378484831053,-0.627624400453759,0
"AZUS.RS03.2009",1,0,0.792259348557479,-0.375036169376554,1.22804949084401,-0.626793748677876,0
"AZUS.RS04.2009",0,0,0.0914790692273872,-0.875931524345755,1.26280051692027,-0.629017509750622,-1.38629436111989
"BALD.KM01.2015",0,3,-0.269656368054053,-0.830395582984919,-0.837411351797666,1.1419774161037,-1.38629436111989
"BALD.KM02.2015",0,3,-0.613272298352242,-0.42057211073739,-0.852709662954014,1.14160988178387,-1.38629436111989
"BALD.KM03.2015",2,3,0.441869208892433,-0.693787758902409,-0.813347452847814,1.14012415676739,0.693147180559945
"BALD.KM04.2015",0,3,-0.382014806173311,-1.0580752897891,-0.793019455071089,1.14039848698139,-1.38629436111989
"BALD.KM05.2015",0,3,-0.839624328575861,-0.466108052098227,-0.816634229289745,1.14112167779927,-1.38629436111989
"BALD.KM06.2015",15,4,1.22137047293394,-0.466108052098227,-0.85794349717948,1.14242017109127,2.70805020110221
"BALD.KM07.2015",2,3,-1.0865325803265,-0.147356462572371,-0.900000455672853,1.14382149021074,0.693147180559945
"BALD.KM08.2015",0,3,-0.826309503268589,-1.33129093795412,-0.921586513065938,1.14542113458141,-1.38629436111989
"BALD.KM09.2015",0,3,-0.710447163752681,-0.921467465706592,-0.95869544398097,1.14668116875105,-1.38629436111989
"BALD.KM10.2015",1,3,-0.852471967030246,-1.0580752897891,-0.976586429721946,1.14676568912312,0
"BALD.KO01.2015",0,4,-0.489934969190145,-0.967003407067428,-0.887179986073271,1.14295590129451,-1.38629436111989
"BALD.KO02.2015",13,4,0.402158326397061,-1.28575499659328,-0.904838753913459,1.1427139050976,2.56494935746154
"BALD.KO03.2015",5,0,-0.592015296545895,-0.5571799348199,-0.886820175919302,1.14154044573455,1.6094379124341
"BALD.KO04.2015",11,0,-1.05990292971195,-1.87772223428416,-0.903134121410967,1.14243795975985,2.39789527279837
"BALD.KO05.2015",0,0,0.234671839637169,-0.921467465706592,-0.930709359168347,1.14282926831269,-1.38629436111989
"BALD.KO06.2015",5,0,-0.401169467141667,-1.19468311387161,-0.990075482728194,1.14205333501533,1.6094379124341
"BALD.KO07.2015",0,0,-0.517265400084019,-1.51343470339747,-0.959016976458984,1.14304189209241,-1.38629436111989
"BALD.KO08.2015",0,3,-0.901292993156909,-0.5571799348199,-0.951259367465607,1.14472029836189,-1.38629436111989
"BALD.KO09.2015",24,4,1.23608685879987,-1.28575499659328,-0.927568037895042,1.14463521287042,3.17805383034795
"BALD.KO10.2015",0,0,-0.596219978221876,-1.51343470339747,-0.888555430562557,1.1431508039873,-1.38629436111989
"BAPO.MM01.2013",8,4,1.23608685879987,-0.648251817541573,-0.273428074289,1.75028263030783,2.07944154167984
"BAPO.MM02.2013",23,4,0.214115618110153,0.308002951035994,-0.255172174703927,1.75171640397602,3.13549421592915
"BAPO.MM03.2013",5,4,0.685974339525748,-0.238428345294044,-0.233195685016109,1.75308348275985,1.6094379124341
"BAPO.MM04.2013",28,4,1.23608685879987,0.216931068314321,-0.198266029785401,1.75450154402161,3.3322045101752
"BAPO.MM05.2013",17,4,1.23608685879987,0.0803232442318114,-0.195719288411918,1.75487438017374,2.83321334405622
"BAPO.MM06.2013",8,4,0.471301980624297,-0.648251817541573,-0.194882283231053,1.75476494681467,2.07944154167984
"BAPO.MM07.2013",3,4,-1.09984740563377,-0.0562845798506982,-0.190906508621947,1.75480206959513,1.09861228866811
"BAPO.MM08.2013",22,4,0.874717828091986,0.171395126953484,-0.198699843446215,1.75484857039548,3.09104245335832
"BAPO.MM09.2013",10,4,1.23608685879987,-1.14914717251077,-0.212913620450528,1.75493878813546,2.30258509299405
"BAPO.MM10.2013",6,4,0.063681451480627,-0.511643993459063,-0.200728560271786,1.754939155607,1.79175946922805
"BAPO.SS01.2013",21,4,0.992916101872328,-1.37682687931496,-0.288407404812396,1.74865625520136,3.04452243772342
"BAPO.SS02.2013",1,2,-0.543895050698562,-1.42236282067579,-0.305736984639378,1.74746608649743,0
"BAPO.SS03.2013",0,0,-1.00547566135065,-2.51522541333587,-0.32327836760664,1.74664229704859,-1.38629436111989
"BAPO.SS04.2013",8,4,1.04991289792451,-1.69557846884081,-0.320693348557202,1.74543753412388,2.07944154167984
"BAPO.SS05.2013",21,4,1.19520800917228,-0.283964286654881,-0.320004350390027,1.7443036503898,3.04452243772342
"BAPO.SS06.2013",1,4,0.553059679879474,0.0803232442318114,-0.327585882074016,1.74291042685774,0
"BAPO.SS07.2013",2,4,-0.819535293901732,-0.875931524345755,-0.316625707525806,1.7414814569444,0.693147180559945
"BAPO.SS08.2013",2,4,-0.353049221294334,-0.693787758902409,-0.309661722347212,1.74017912564968,0.693147180559945
"BAPO.SS09.2013",8,4,0.0844712664340864,-0.602715876180736,-0.320540237853386,1.73909134370232,2.07944154167984
"BAPO.SS10.2013",11,4,1.23608685879987,-0.784859641624082,-0.317534164368452,1.73771164849571,2.39789527279837
"BARR.AR03.2016",0,4,-0.905030487980003,-1.83218629292332,-0.0299820552205104,0.634258166782602,-1.38629436111989
"BARR.AR04.2016",2,4,-1.07905759068031,-1.51343470339747,-0.0628140938089294,0.633319846506459,0.693147180559945
"BARR.AR05.2016",1,4,-1.05102637950711,-1.60450658611914,-0.127600336283885,0.632931809817509,0
"BARR.AR06.2016",2,4,-0.841960262840295,-0.830395582984919,-0.24540115995536,0.632414023294917,0.693147180559945
"BARR.AR07.2016",1,4,-0.554406754888514,-1.69557846884081,-0.334884158955943,0.631789886204406,0
"BARR.AR08.2016",3,4,-0.951515579842232,-1.01253934842826,-0.353951545271244,0.631341119807084,1.09861228866811
"BARR.AR09.2016",1,4,-0.660925357346688,-0.967003407067428,-0.234512437068932,0.632629136082632,0
"BARR.AR10.2016",2,4,-0.693161250195872,-0.693787758902409,-0.150380657166741,0.633521379397974,0.693147180559945
"BARR.JC01.2016",1,4,-1.09984740563377,-1.24021905523245,0.176918990692005,0.634094664676434,0
"BARR.JC02.2016",1,4,-1.09797865822222,-0.602715876180736,0.155279344552584,0.632784515436789,0
"BARR.JC03.2016",16,4,1.15035807129516,-0.739323700263246,0.166698851212244,0.631494094525379,2.77258872223978
"BARR.JC04.2016",7,4,0.314093604627913,-1.46789876203663,0.152462107602358,0.630918341346947,1.94591014905531
"BARR.JC05.2016",17,4,-0.307965689990765,-1.42236282067579,-0.181663725801548,0.629702127978009,2.83321334405622
"BARR.JC06.2016",3,4,0.319933440288997,-1.74111441020165,-0.200465720230234,0.629495445627752,1.09861228866811
"BARR.JC07.2016",2,4,0.34305918950689,-0.329500228015717,-0.152335370485467,0.62994929192328,0.693147180559945
"BARR.JC08.2016",9,4,1.07397302084818,-0.192892403933208,-0.0891057534993138,0.631206012792541,2.19722457733622
"BARR.JC09.2016",0,4,-1.09984740563377,-0.921467465706592,-0.0529588681732636,0.632553193004718,-1.38629436111989
"BASS.KS07.2012",10,4,1.23608685879987,1.08211395417021,0.395548316516877,0.383058372425151,2.30258509299405
"BASS.RG01.2009",0,5,1.02585277500084,-0.0562845798506982,0.217085031993243,0.38646815249593,-1.38629436111989
"BASS.RG02.2009",10,5,-0.352348441015004,0.672290481922686,0.17552313144221,0.385191997251686,2.30258509299405
"BASS.RG03.2009",10,4,-0.796175951257395,0.945506130087705,0.15774953057416,0.383578431418583,2.30258509299405
"BASS.RG04.2009",7,4,1.23608685879987,0.125859185592648,0.105806724304358,0.382243885499042,1.94591014905531
"BASS.RG05.2009",0,0,1.23608685879987,0.763362364644359,0.104829367644995,0.381111042354641,-1.38629436111989
"BASS.RG06.2009",4,5,0.932415404423497,1.08211395417021,0.0623998397723349,0.380213839732687,1.38629436111989
"BASS.RG07.2009",0,5,-1.09984740563377,0.899970188726869,0.0276998505973527,0.37948108362114,-1.38629436111989
"BASS.RG08.2009",0,4,1.23608685879987,0.216931068314321,0.124394363747701,0.381044113123222,-1.38629436111989
"BASS.RG09.2009",0,0,1.23608685879987,0.672290481922686,0.318273344300609,0.382162462489861,-1.38629436111989
"BASS.RM01.2009",3,5,-0.936332007123414,1.12764989553105,0.320526623491778,0.384251680887914,1.09861228866811
"BASS.RM02.2009",6,4,1.04921211764518,0.672290481922686,0.53985515486408,0.385004264751286,1.79175946922805
"BASS.RM03.2009",7,5,-0.889613321834741,0.854434247366032,0.601959408177181,0.386426576281885,1.94591014905531
"BASS.RM04.2009",1,4,-1.07648806298943,0.49014671647934,0.620888994859047,0.387762937371693,0
"BASS.RM05.2009",1,1,-1.09984740563377,-1.5589706447583,0.598935471776801,0.388208566768621,0
"BASS.RM06.2009",0,5,-1.09984740563377,0.991042071448542,0.466216561863457,0.388612903590594,-1.38629436111989
"BASS.RM07.2009",5,2,-1.0531287203451,-1.42236282067579,0.532329763771491,0.387168593539635,1.6094379124341
"BASS.RM08.2009",1,3,-0.142114357215977,-1.33129093795412,0.498762793804752,0.385687629282397,0
"BASS.RM09.2009",12,4,-0.679379238035713,0.899970188726869,0.485204840981786,0.384309597232294,2.484906649788
"BEAR.JW04.2013",5,4,1.23608685879987,-0.5571799348199,1.55978169357825,-0.995422403837423,1.6094379124341
"BEAR.JW05.2013",20,4,1.23608685879987,-0.0562845798506982,1.71960119806714,-0.995417099906316,2.99573227355399
"BEAR.JW09.2013",11,3,1.23608685879987,-0.511643993459063,1.65832119070959,-0.99407316451337,2.39789527279837
"BEAR.JW12.2013",10,4,1.23608685879987,-0.921467465706592,1.59724277911206,-0.992681790691978,2.30258509299405
"BEAR.JW13.2013",1,3,0.562637010363652,-1.0580752897891,1.82554870141814,-0.992625608144025,0
"BEAR.JW14.2013",5,3,1.23608685879987,-0.101820521211535,1.85955714058089,-0.992677735612404,1.6094379124341
"BEAR.JW98.2013",3,4,1.23608685879987,-0.101820521211535,1.59969510221819,-0.996723966548156,1.09861228866811
"BEAR.LS00.2013",2,0,1.23608685879987,-1.83218629292332,1.35709119202069,-0.99535858863943,0.693147180559945
"BEAR.LS01.2013",0,4,-1.09961381220733,-0.375036169376554,1.2967043304354,-0.995385539510353,-1.38629436111989
"BEAR.LS02.2013",2,4,1.23608685879987,-1.14914717251077,1.3904922920583,-0.995371336447667,0.693147180559945
"BEAR.LS03.2013",7,4,1.1522268187067,-1.28575499659328,1.48442060515969,-0.995391391050806,1.94591014905531
"BEAR.LS87.2013",0,3,-0.517265400084019,-1.24021905523245,1.40987355531642,-0.99943267485304,-1.38629436111989
"BEAR.LS89.2013",1,3,-0.420324128110023,-0.739323700263246,1.30844026588295,-0.998097511343851,0
"BEAR.LS90.2013",3,3,0.255228061164185,-1.65004252747998,1.40167958081717,-0.998098697171141,1.09861228866811
"BEAR.LS91.2013",0,4,-1.09984740563377,-2.15093788244918,1.52008519176872,-0.998072234183447,-1.38629436111989
"BEAR.LS93.2013",9,3,-1.09984740563377,-0.0562845798506982,1.21876077481247,-0.996698417621918,2.19722457733622
"BEAR.LS94.2013",3,4,-0.855742275000453,-0.5571799348199,1.21587208620046,-0.996733695369049,1.09861228866811
"BEAR.LS95.2013",7,3,0.613793970754749,-0.967003407067428,1.3366560167513,-0.996699802956027,1.94591014905531
"BEAR.LS96.2013",2,3,-0.153560435111702,-0.875931524345755,1.36041624613858,-0.996665381942878,0.693147180559945
"BEAR.LS97.2013",10,4,0.918633392263339,-1.0580752897891,1.4743076431726,-0.996759644688147,2.30258509299405
"BELD.EH01.2010",10,0,-1.05803418230041,-0.238428345294044,-2.44969666438983,0.615219709813072,2.30258509299405
"BELD.EH02.2010",4,0,-0.922549994963255,-0.0107486384898616,-2.38675770255642,0.61600439886335,1.38629436111989
"BELD.EH03.2010",9,0,-0.682182359153034,-0.693787758902409,-2.18473170145343,0.616902381642728,2.19722457733622
"BELD.EH04.2010",14,0,-0.941003875652281,0.171395126953484,-2.00155694538885,0.618262645172811,2.63905732961526
"BELD.EH05.2010",5,0,-1.08559820662072,-0.0107486384898616,-1.91799039916825,0.619495388044654,1.6094379124341
"BELD.EH06.2010",8,0,-1.09984740563377,-0.511643993459063,-1.87159453851322,0.619729894010729,2.07944154167984
"BELD.JW01.2010",8,4,-0.987956154367397,-0.466108052098227,-2.56756281529493,0.613073860741285,2.07944154167984
"BELD.JW02.2010",4,4,-1.09984740563377,1.35532960233523,-2.45947456912007,0.614252254045337,1.38629436111989
"BELD.JW03.2010",6,4,-1.09984740563377,1.40086554369607,-2.51184480943803,0.615238716630611,1.79175946922805
"BELD.JW04.2010",12,4,-0.893117223231391,-0.0562845798506982,-2.47042147407395,0.613110313461862,2.484906649788
"BELD.JW05.2011",0,4,-1.09984740563377,-1.83218629292332,-2.47168565811846,0.612120395636721,-1.38629436111989
"BELD.JW06.2010",10,5,-1.09984740563377,1.35532960233523,-2.49082985497018,0.613307264532615,2.30258509299405
"BELD.JW07.2010",7,5,-1.09984740563377,1.08211395417021,-2.49329519248613,0.614272959699133,1.94591014905531
"BELL.HP01.2009",0,4,-1.0531287203451,-2.28754570653169,-0.537010702754443,1.64162576857958,-1.38629436111989
"BELL.HP02.2009",1,0,0.605384607402788,-2.15093788244918,-0.54255586207767,1.64297019029663,0
"BELL.HP03.2009",0,0,1.23608685879987,-2.46968947197503,-0.56069692863488,1.64440251674583,-1.38629436111989
"BELL.HP04.2009",3,0,-1.09984740563377,-2.4241535306142,-0.566711627449811,1.64572617764038,1.09861228866811
"BELL.HP05.2009",0,0,1.09593080293385,-2.33308164789252,-0.56832949722014,1.6470423745692,-1.38629436111989
"BELL.HP06.2009",0,0,-0.70273858068005,-2.28754570653169,-0.577363028745323,1.64838091122482,-1.38629436111989
"BELL.HP07.2009",3,0,-0.585941867458368,-2.46968947197503,-0.574533032569779,1.64967578485024,1.09861228866811
"BELL.HP08.2009",0,0,-0.796175951257395,-2.51522541333587,-0.570789475861462,1.64953899225192,-1.38629436111989
"BELL.HP09.2009",4,0,0.0681197265830508,-2.4241535306142,-0.554215242173308,1.6490538914469,1.38629436111989
"BELL.HP10.2009",3,4,1.23608685879987,-2.24200976517085,-0.543946617637338,1.64883850623373,1.09861228866811
"BELL.RM01.2009",0,0,0.792259348557479,-1.74111441020165,-0.520028173856112,1.6401523006697,-1.38629436111989
"BELL.RM02.2009",5,0,1.23608685879987,-1.5589706447583,-0.508942958899786,1.6388713037721,1.6094379124341
"BELL.RM03.2009",4,0,1.04921211764518,-1.51343470339747,-0.503408006956813,1.6375187944431,1.38629436111989
"BELL.RM04.2009",0,0,1.21272751615553,-1.83218629292332,-0.492330447535678,1.63611135627493,-1.38629436111989
"BELL.RM05.2009",1,0,0.932415404423497,-1.60450658611914,-0.466281213126337,1.63476139729913,0
"BELL.RM06.2009",0,0,0.184916439804733,-2.33308164789252,-0.477172487857829,1.63506391848055,-1.38629436111989
"BELL.RM07.2009",0,0,1.23608685879987,-2.37861758925336,-0.482444599759249,1.63592575136755,-1.38629436111989
"BELL.RM08.2009",7,0,1.23608685879987,-1.96879411700583,-0.503688709913811,1.6375460363889,1.94591014905531
"BELL.RM09.2009",4,0,1.23608685879987,-1.46789876203663,-0.514937242954208,1.63890612481832,1.38629436111989
"BELL.RM10.2009",7,0,0.0447603839387144,-1.78665035156249,-0.527553564948701,1.63999806696562,1.94591014905531
"BEWE.HP01.2009",0,4,-1.09984740563377,-2.24200976517085,-1.01474927264825,1.48904163330865,-1.38629436111989
